 1.58489319e+05  4.00000000e-01  0.00000000e+00  1.58489319e+05  4.18295992e-01  3.86633661e-02  1.58489319e+05  3.86422606e-01 -4.30379307e-02 
 1.99526231e+05  4.00000000e-01  5.55111512e-17  1.99526231e+05  4.26194109e-01  4.39690749e-02  1.99526231e+05  3.79563247e-01 -5.14572844e-02 
 2.51188643e+05  4.00000000e-01  8.32667268e-17  2.51188643e+05  4.35999473e-01  4.79998464e-02  2.51188643e+05  3.70000549e-01 -5.99995886e-02 
 3.16227766e+05  4.00000000e-01  8.32667268e-17  3.16227766e+05  4.47131404e-01  4.99176437e-02  3.16227766e+05  3.57433369e-01 -6.76245264e-02 
 3.98107171e+05  4.00000000e-01  5.55111512e-17  3.98107171e+05  4.58556160e-01  4.92624819e-02  3.98107171e+05  3.42140011e-01 -7.30152040e-02 
 5.01187234e+05  4.00000000e-01  0.00000000e+00  5.01187234e+05  4.69129149e-01  4.61960569e-02  5.01187234e+05  3.25178731e-01 -7.49997870e-02 
 6.30957344e+05  4.00000000e-01  5.55111512e-17  6.30957344e+05  4.78017407e-01  4.14128590e-02  6.30957344e+05  3.08199148e-01 -7.30939900e-02 
 7.94328235e+05  4.00000000e-01  2.77555756e-17  7.94328235e+05  4.84905367e-01  3.57996553e-02  7.94328235e+05  2.92857843e-01 -6.77634246e-02 
 1.00000000e+06  4.00000000e-01  2.77555756e-17  1.00000000e+06  4.89914089e-01  3.01142080e-02  1.00000000e+06  2.80228878e-01 -6.01709787e-02 
 1.25892541e+06  4.00000000e-01  2.77555756e-17  1.25892541e+06  4.93390195e-01  2.48453420e-02  1.25892541e+06  2.70605605e-01 -5.16357419e-02 
 1.58489319e+06  4.00000000e-01  1.38777878e-17  1.58489319e+06  4.95725220e-01  2.02287978e-02  1.58489319e+06  2.63695564e-01 -4.32060884e-02 
 1.99526231e+06  4.00000000e-01  1.38777878e-17  1.99526231e+06  4.97259564e-01  1.63258581e-02  1.99526231e+06  2.58942638e-01 -3.55165453e-02 
